-2,-1.875,-1.875,-1.75,-1.75,-1.625,-1.625,-1.5,-1.5,-1.375,-1.375,-1.25,-1.25,-1.125,-1.125,-1,-1,-0.875,-0.875,-0.75,-0.75,-0.625,-0.625,-0.5,-0.5,-0.375,-0.375,-0.25,-0.25,-0.125,-0.125,0,0,0.125,0.125,0.25,0.25,0.375,0.375,0.5,0.5,0.625,0.625,0.75,0.75,0.875,0.875,1,1,1.125,1.125,1.25,1.25,1.375,1.375,1.5,1.5,1.625,1.625,1.75,1.75,1.875,1.875,2
-0.0246153,0.12438,0.133702,0.493408,0.506592,0.866298,0.87562,1.02462,1.02462,0.87562,0.866298,0.506592,0.493408,0.133702,0.12438,-0.0246153,-0.0246153,0.12438,0.133702,0.493408,0.506592,0.866298,0.87562,1.02462,1.02462,0.87562,0.866298,0.506592,0.493408,0.133702,0.12438,-0.0246153,-0.0246153,0.12438,0.133702,0.493408,0.506592,0.866298,0.87562,1.02462,1.02462,0.87562,0.866298,0.506592,0.493408,0.133702,0.12438,-0.0246153,-0.0246153,0.12438,0.133702,0.493408,0.506592,0.866298,0.87562,1.02462,1.02462,0.87562,0.866298,0.506592,0.493408,0.133702,0.12438,-0.0246153
5.99904e-32,0.146447,0.146447,0.5,0.5,0.853553,0.853553,1,1,0.853553,0.853553,0.5,0.5,0.146447,0.146447,1.49976e-32,1.49976e-32,0.146447,0.146447,0.5,0.5,0.853553,0.853553,1,1,0.853553,0.853553,0.5,0.5,0.146447,0.146447,0,0,0.146447,0.146447,0.5,0.5,0.853553,0.853553,1,1,0.853553,0.853553,0.5,0.5,0.146447,0.146447,1.49976e-32,1.49976e-32,0.146447,0.146447,0.5,0.5,0.853553,0.853553,1,1,0.853553,0.853553,0.5,0.5,0.146447,0.146447,5.99904e-32
