-2,-1,-1,0,0,1,1,2
0.379691,0.379691,0.379691,0.379691,0.379691,0.379691,0.379691,0.379691
5.99904e-32,1.49976e-32,1.49976e-32,0,0,1.49976e-32,1.49976e-32,5.99904e-32
