-2,-1.75,-1.75,-1.5,-1.5,-1.25,-1.25,-1,-1,-0.75,-0.75,-0.5,-0.5,-0.25,-0.25,0,0,0.25,0.25,0.5,0.5,0.75,0.75,1,1,1.25,1.25,1.5,1.5,1.75,1.75,2
-0.0860853,0.450438,0.549562,1.08609,1.08609,0.549562,0.450438,-0.0860853,-0.0860853,0.450438,0.549562,1.08609,1.08609,0.549562,0.450438,-0.0860853,-0.0860853,0.450438,0.549562,1.08609,1.08609,0.549562,0.450438,-0.0860853,-0.0860853,0.450438,0.549562,1.08609,1.08609,0.549562,0.450438,-0.0860853
5.99904e-32,0.5,0.5,1,1,0.5,0.5,1.49976e-32,1.49976e-32,0.5,0.5,1,1,0.5,0.5,0,0,0.5,0.5,1,1,0.5,0.5,1.49976e-32,1.49976e-32,0.5,0.5,1,1,0.5,0.5,5.99904e-32
