-2,-1.5,-1,-1,-0.5,0,0,0.5,1,1,1.5,2
-0.466319,1,-0.466319,-0.466319,1,-0.466319,-0.466319,1,-0.466319,-0.466319,1,-0.466319
5.99904e-32,1,1.49976e-32,1.49976e-32,1,0,0,1,1.49976e-32,1.49976e-32,1,5.99904e-32
