-2,-1.75,-1.5,-1.5,-1.25,-1,-1,-0.75,-0.5,-0.5,-0.25,0,0,0.25,0.5,0.5,0.75,1,1,1.25,1.5,1.5,1.75,2
-0.105458,0.5,1.10546,1.10546,0.5,-0.105458,-0.105458,0.5,1.10546,1.10546,0.5,-0.105458,-0.105458,0.5,1.10546,1.10546,0.5,-0.105458,-0.105458,0.5,1.10546,1.10546,0.5,-0.105458
5.99904e-32,0.5,1,1,0.5,1.49976e-32,1.49976e-32,0.5,1,1,0.5,0,0,0.5,1,1,0.5,1.49976e-32,1.49976e-32,0.5,1,1,0.5,5.99904e-32
