-2,-1.5,-1,-0.5,0,0.5,1,1.5,2
-0.182079,1.18208,-0.182079,1.18208,-0.182079,1.18208,-0.182079,1.18208,-0.182079
5.99904e-32,1,1.49976e-32,1,0,1,1.49976e-32,1,5.99904e-32
