0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1
4.18084e-08,1.04215,0.91352,1.00393,0.98526,1.00393,0.91352,1.04215,4.18084e-08
0,0.9808,0.999631,0.999993,1,0.999993,0.999631,0.9808,0
