-2,-1.875,-1.75,-1.625,-1.5,-1.375,-1.25,-1.125,-1,-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1,1.125,1.25,1.375,1.5,1.625,1.75,1.875,2,2.125,2.25,2.375,2.5,2.625,2.75,2.875,3,3.125,3.25,3.375,3.5,3.625,3.75,3.875,4,4.125,4.25,4.375,4.5,4.625,4.75,4.875,5,5.125,5.25,5.375,5.5,5.625,5.75,5.875,6
0.055792,0.166945,0.552043,0.852561,0.910173,1.01163,0.766921,0.573442,0.17987,-0.201457,-0.51161,-0.858482,-0.903235,-1.01264,-0.76573,-0.573616,-0.179666,0.201427,0.511645,0.858477,0.903242,1.01264,0.765731,0.573616,0.179666,-0.201427,-0.511645,-0.858477,-0.903242,-1.01264,-0.765731,-0.573616,-0.179666,0.201427,0.511645,0.858477,0.903242,1.01264,0.765731,0.573616,0.179666,-0.201427,-0.511645,-0.858477,-0.903242,-1.01264,-0.765731,-0.573616,-0.179666,0.201427,0.511644,0.858478,0.903236,1.01265,0.765696,0.573646,0.179462,-0.201253,-0.512835,-0.857462,-0.910173,-1.00673,-0.80613,-0.539134,-0.415124
2.44929e-16,0.382683,0.707107,0.92388,1,0.92388,0.707107,0.382683,-1.22465e-16,-0.382683,-0.707107,-0.92388,-1,-0.92388,-0.707107,-0.382683,0,0.382683,0.707107,0.92388,1,0.92388,0.707107,0.382683,1.22465e-16,-0.382683,-0.707107,-0.92388,-1,-0.92388,-0.707107,-0.382683,-2.44929e-16,0.382683,0.707107,0.92388,1,0.92388,0.707107,0.382683,3.67394e-16,-0.382683,-0.707107,-0.92388,-1,-0.92388,-0.707107,-0.382683,-4.89859e-16,0.382683,0.707107,0.92388,1,0.92388,0.707107,0.382683,6.12323e-16,-0.382683,-0.707107,-0.92388,-1,-0.92388,-0.707107,-0.382683,-7.34788e-16
