0,0.0625,0.125,0.1875,0.25,0.3125,0.375,0.4375,0.5,0.5625,0.625,0.6875,0.75,0.8125,0.875,0.9375,1
2.06282e-08,1.20475,0.958079,1.00858,0.998243,1.00036,0.999926,1.00002,0.999994,1.00002,0.999926,1.00036,0.998243,1.00858,0.958079,1.20475,2.06282e-08
0,0.99807,0.999996,1,1,1,1,1,1,1,1,1,1,1,0.999996,0.99807,0
