0,0.0243902,0.0487805,0.0731707,0.097561,0.121951,0.146341,0.170732,0.195122,0.219512,0.243902,0.268293,0.292683,0.317073,0.341463,0.365854,0.390244,0.414634,0.439024,0.463415,0.487805,0.512195,0.536585,0.560976,0.585366,0.609756,0.634146,0.658537,0.682927,0.707317,0.731707,0.756098,0.780488,0.804878,0.829268,0.853659,0.878049,0.902439,0.926829,0.95122,0.97561,1
1.223e-08,0.998571,0.999998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999998,0.998571,1.223e-08
0,0.912754,0.992388,0.999336,0.999942,0.999995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999995,0.999942,0.999336,0.992388,0.912754,-4.24105e-14
