0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1
4.798e-08,1.13143,0.982722,1.00231,0.999403,1.00231,0.982722,1.13143,4.798e-08
0,0.9808,0.999631,0.999993,1,0.999993,0.999631,0.9808,0
