-2,-1.66667,-1.33333,-1,-1,-0.666667,-0.333333,-3.33067e-16,-3.33067e-16,0.333333,0.666667,1,1,1.33333,1.66667,2
-0.239733,0.745866,0.745866,-0.239733,-0.239733,0.745866,0.745866,-0.239733,-0.239733,0.745866,0.745866,-0.239733,-0.239733,0.745866,0.745866,-0.239733
