-2,-1.83333,-1.66667,-1.5,-1.5,-1.33333,-1.16667,-1,-1,-0.833333,-0.666667,-0.5,-0.5,-0.333333,-0.166667,1.66533e-16,1.66533e-16,0.166667,0.333333,0.5,0.5,0.666667,0.833333,1,1,1.16667,1.33333,1.5,1.5,1.66667,1.83333,2
0.0081588,0.250035,0.749965,0.991841,0.991841,0.749965,0.250035,0.0081588,0.0081588,0.250035,0.749965,0.991841,0.991841,0.749965,0.250035,0.0081588,0.0081588,0.250035,0.749965,0.991841,0.991841,0.749965,0.250035,0.0081588,0.0081588,0.250035,0.749965,0.991841,0.991841,0.749965,0.250035,0.0081588
